1,DEL,704
1,DEL,6477
1,DEL,6335
1,DEL,331
1,DEL,6885
1,DEL,123
1,DEL,4405
1,DEL,4000
1,DEL,206
1,DEL,1353
1,DEL,178
1,DEL,614
1,DEL,189
1,DEL,138
1,DEL,658
1,DEL,214
1,DEL,6649
1,DEL,7002
1,DEL,5514
1,DEL,1889
1,DEL,5463
1,DEL,681
1,DEL,212
1,DEL,2688
1,DEL,1320
1,DEL,422
1,DEL,326
1,DEL,7461
1,DEL,7111
1,DEL,3579
1,DEL,6703
1,DEL,223
1,DEL,255
1,DEL,126
1,DEL,7049
1,DEL,7119
1,DEL,12808
1,DEL,1763
1,DEL,6090
1,DEL,1359
1,DEL,6985
1,DEL,328
1,DEL,645
1,DEL,481
1,DEL,4000
1,DEL,4181
1,DEL,6997
1,DEL,2458
1,DEL,5000
1,DEL,335
1,DEL,212
1,DEL,573
1,DEL,219
1,DEL,433
1,DEL,446
1,DEL,6377
1,DEL,6647
1,DEL,5367
1,DEL,428
1,DEL,201
1,DEL,445
1,DEL,164
1,DEL,110
1,DEL,413
1,DEL,149
1,DEL,401
1,DEL,6439
1,DEL,592
1,DEL,408
1,DEL,3320
1,DEL,237
1,DEL,369
1,DEL,142
1,DEL,79
1,DEL,206
1,DEL,12156
1,DEL,339
1,DEL,1887
1,DEL,6320
1,DEL,609
1,DEL,6637
1,DEL,355
1,DEL,6980
1,DEL,176
1,DEL,7000
1,DEL,2000
1,DEL,614
1,DEL,3102
1,DEL,210
1,DEL,214
1,DEL,106
1,DEL,207
1,DEL,215
1,DEL,217
1,DEL,223
1,DEL,195
1,DEL,6445
1,DEL,2158
1,DEL,1787
1,DEL,294
1,DEL,595
1,DEL,7448
1,DEL,161
1,DEL,6450
1,DEL,188
1,DEL,219
1,DEL,252
1,DEL,290
1,DEL,253
1,DEL,2109
1,DEL,467
1,DEL,752
1,DEL,601
1,DEL,7025
1,DEL,187
1,DEL,6169
1,DEL,639
1,DEL,205
1,DEL,119
1,DEL,4149
1,DEL,203
1,DEL,247
1,DEL,513
1,DEL,522
1,DEL,201
1,DEL,185
1,DEL,7057
1,DEL,427
1,DEL,492
1,DEL,7224
1,DEL,6331
1,DEL,211
1,DEL,6842
1,DEL,503
1,DEL,504
1,DEL,131
1,DEL,128
1,DEL,1753
1,DEL,2966
1,DEL,6872
1,DEL,7415
1,DEL,165
1,DEL,888
1,DEL,510
1,DEL,6581
1,DEL,255
1,DEL,560
1,DEL,746
1,DEL,667
1,DEL,7111
1,DEL,193
1,DEL,816
1,DEL,135
1,DEL,219
1,DEL,247
1,DEL,258
1,DEL,1275
1,DEL,3484
1,DEL,105
1,DEL,223
1,DEL,339
1,DEL,140
1,DEL,1282
1,DEL,320
1,DEL,203
1,DEL,6583
1,DEL,6537
1,DEL,1540
1,DEL,644
1,DEL,1189
1,DEL,6426
1,DEL,7262
1,DEL,262
1,DEL,679
1,DEL,704
1,DEL,472
1,DEL,458
1,DEL,4676
1,DEL,2222
1,DEL,5191
1,DEL,7086
1,DEL,5868
1,DEL,400
1,DEL,2257
1,DEL,148
1,DEL,175
1,DEL,2552
1,DEL,822
1,DEL,6816
1,DEL,7130
1,DEL,6244
1,DEL,2082
1,DEL,448
1,DEL,1138
1,DEL,101
1,DEL,2826
1,DEL,530
1,DEL,390
1,DEL,6468
1,DEL,6719
1,DEL,178
1,DEL,6498
1,DEL,484
1,DEL,417
1,DEL,1043
1,DEL,425
1,DEL,7172
1,DEL,1003
1,DEL,880
1,DEL,951
1,DEL,5735
1,DEL,214
1,DEL,201
1,DEL,6435
1,DEL,6903
1,DEL,1897
1,DEL,232
1,DEL,3229
1,DEL,8233
1,DEL,194
1,DEL,163
1,DEL,241
1,DEL,132
1,DEL,6344
1,DEL,309
1,DEL,2684
1,DEL,6390
1,DEL,200
1,DEL,218
1,DEL,327
1,DEL,916
1,DEL,365
1,DEL,212
1,DEL,189
1,DEL,415
1,DEL,4220
1,DEL,208
1,DEL,172
1,DEL,187
1,DEL,6377
1,DEL,1869
1,DEL,1770
1,DEL,4504
1,DEL,7622
1,DEL,8867
1,DEL,5295
1,DEL,6689
1,DEL,503
1,DEL,2308
1,DEL,3753
1,DEL,510
1,DEL,448
1,DEL,7709
1,DEL,3261
1,DEL,287
1,DEL,1549
1,DEL,6326
1,DEL,730
1,DEL,7030
1,DEL,4172
1,DEL,2174
1,DEL,938
1,DEL,6564
1,DEL,474
1,DEL,1090
1,DEL,6442
1,DEL,1768
1,DEL,214
1,DEL,5710
1,DEL,188
1,DEL,212
1,DEL,6445
1,DEL,152
1,DEL,2826
1,DEL,145
1,DEL,631
1,DEL,589
1,DEL,100
1,DEL,193
1,DEL,1270
1,DEL,4401
1,DEL,214
1,DEL,956
1,DEL,328
1,DEL,1476
1,DEL,865
1,DEL,240
1,DEL,211
1,DEL,6905
1,DEL,5225
1,DEL,351
1,DEL,1261
1,DEL,6231
1,DEL,1259
1,DEL,5039
1,DEL,6639
1,DEL,6587
1,DEL,403
1,DEL,638
1,DEL,6402
1,DEL,104
1,DEL,348
1,DEL,1382
1,DEL,1830
1,DEL,1782
1,DEL,6478
1,DEL,6442
1,DEL,431
1,DEL,1890
1,DEL,499
1,DEL,7135
1,DEL,6383
1,DEL,120
1,DEL,273
1,DEL,1015
1,DEL,321
1,DEL,6446
1,DEL,298
1,DEL,232
1,DEL,162
1,DEL,6732
1,DEL,475
1,DEL,6688
1,DEL,1363
1,DEL,200
1,DEL,7115
1,DEL,129
1,DEL,4465
1,DEL,198
1,DEL,435
1,DEL,202
1,DEL,327
1,DEL,5039
1,DEL,731
1,DEL,90
1,DEL,87
1,DEL,695
1,DEL,138
1,DEL,206
1,DEL,215
1,DEL,192
1,DEL,202
1,DEL,202
1,DEL,845
1,DEL,170
1,DEL,877
1,DEL,497
1,DEL,358
1,DEL,211
1,DEL,7576
1,DEL,135
1,DEL,101
1,DEL,1808
1,DEL,7088
1,DEL,213
1,DEL,6377
1,DEL,5001
1,DEL,576
1,DEL,5838
1,DEL,181
1,DEL,982
1,DEL,540
1,DEL,230
1,DEL,422
1,DEL,3521
1,DEL,222
1,DEL,2109
1,DEL,1378
1,DEL,613
1,DEL,661
1,DEL,126
1,DEL,180
1,DEL,2092
1,DEL,6377
1,DEL,457
1,DEL,441
1,DEL,371
1,DEL,642
1,DEL,6226
1,DEL,806
1,DEL,238
1,DEL,6610
1,DEL,661
1,DEL,176
1,DEL,6683
1,DEL,6607
1,DEL,2875
1,DEL,6609
1,DEL,205
1,DEL,277
1,DEL,181
1,DEL,2420
1,DEL,188
1,DEL,7105
1,DEL,6448
1,DEL,203
1,DEL,4615
1,DEL,122
1,DEL,1134
1,DEL,150
1,DEL,454
1,DEL,240
1,DEL,153
1,DEL,2370
1,DEL,4246
1,DEL,575
1,DEL,119
1,DEL,1253
1,DEL,7451
1,DEL,272
1,DEL,223
1,DEL,956
1,DEL,182
1,DEL,144
1,DEL,1217
1,DEL,1115
1,DEL,3209
1,DEL,373
1,DEL,6362
1,DEL,3494
1,DEL,6738
1,DEL,3285
1,DEL,7071
1,DEL,6527
1,DEL,240
1,DEL,111
1,DEL,223
1,DEL,1892
1,DEL,329
1,DEL,6641
1,DEL,505
1,DEL,532
1,DEL,297
1,DEL,2491
1,DEL,400
1,DEL,116
1,DEL,533
1,DEL,239
1,DEL,4987
1,DEL,251
1,DEL,122
1,DEL,201
1,DEL,5495
1,DEL,340
1,DEL,526
1,DEL,103
1,DEL,1071
1,DEL,218
1,DEL,180
1,DEL,400
1,DEL,214
1,DEL,472
1,DEL,261
1,DEL,1139
1,DEL,8273
1,DEL,6658
1,DEL,701
1,DEL,5245
1,DEL,217
1,DEL,6917
1,DEL,2981
1,DEL,108
1,DEL,581
1,DEL,229
1,DEL,6411
1,DEL,218
1,DEL,3351
1,DEL,5941
1,DEL,252
1,DEL,208
1,DEL,155
1,DEL,135
1,DEL,476
1,DEL,807
1,DEL,462
1,DEL,163
1,DEL,1151
1,DEL,7218
1,DEL,506
1,DEL,7158
1,DEL,6147
1,DEL,11842
1,DEL,6228
1,DEL,369
1,DEL,1260
1,DEL,414
1,DEL,7147
1,DEL,619
1,DEL,12000
1,DEL,30000
1,DEL,21000
1,DEL,201
1,DEL,102
1,DEL,1700
1,DEL,5151
1,DEL,3000
1,DEL,463
1,DEL,192
1,DEL,4780
1,DEL,561
1,DEL,1313
1,DEL,273
1,DEL,380
1,DEL,214
1,DEL,262
1,DEL,103
1,DEL,6223
1,DEL,106
1,DEL,974
1,DEL,6000
1,DEL,2306
1,DEL,238
1,DEL,489
1,DEL,219
1,DEL,158
1,DEL,2214
1,DEL,224
1,DEL,638
1,DEL,1963
1,DEL,1890
1,DEL,2533
1,DEL,306
1,DEL,259
1,DEL,5342
1,DEL,7082
1,DEL,2787
1,DEL,426
1,DEL,492
1,DEL,821
1,DEL,7185
1,DEL,165
1,DEL,5453
1,DEL,540
1,DEL,6907
1,DEL,6258
1,DEL,1848
1,DEL,164
1,DEL,435
1,DEL,120
1,DEL,2885
1,DEL,118
1,DEL,105
1,DEL,7872
1,DEL,7394
1,DEL,366
1,DEL,6870
1,DEL,418
1,DEL,6482
1,DEL,3000
1,DEL,6886
1,DEL,189
1,DEL,2268
1,DEL,332
1,DEL,141
1,DEL,118
1,DEL,1055
1,DEL,181
1,DEL,145
1,DEL,1053
1,DEL,140
1,DEL,147
1,DEL,181
1,DEL,518
